Distance_(pixels),Gray_Value
0,1.4571
1,1.8000
2,2.0714
3,2.0714
4,1.9000
5,1.9286
6,1.9857
7,2.2857
8,2.5571
9,2.7571
10,2.7286
11,3.0143
12,3.2143
13,3.5143
14,3.5714
15,3.7714
16,4.1429
17,4.3429
18,4.8000
19,5.2857
20,5.9143
21,6.9714
22,7.3429
23,7.2000
24,7.5143
25,8.6286
26,9.7571
27,11.3857
28,13.1571
29,15.3714
30,18.2857
31,22.9571
32,29.7429
33,35.6143
34,39.9143
35,41.0000
36,39.5571
37,40.7286
38,39.1286
39,37.9000
40,37.0000
41,34.0000
42,30.4857
43,24.8143
44,19.2286
45,15.5286
46,12.4571
47,10.2286
48,8.8857
49,8.3143
50,7.1571
51,6.3000
52,5.7000
53,5.2286
54,4.8714
55,4.7286
56,4.2857
57,3.8857
58,3.5429
59,3.4571
60,3.1143
61,2.8143
62,2.6714
63,2.4571
64,2.2000
65,2.2286
66,1.9143
67,1.7000
68,1.5429
69,1.4571
70,1.3714
71,1.6286
72,1.8286
