Distance_(pixels),Gray_Value
0,1.1081
1,1.0946
2,1.2432
3,1.3378
4,1.1622
5,1.1892
6,1.1351
7,1.2297
8,1.4189
9,1.6216
10,1.8784
11,1.7703
12,1.9459
13,2.0000
14,2.1351
15,2.4459
16,2.6757
17,2.7973
18,2.8514
19,3.0676
20,3.2432
21,3.7162
22,3.9865
23,4.3919
24,4.3514
25,4.7703
26,5.3108
27,5.7973
28,6.1892
29,6.8649
30,7.9459
31,8.6622
32,8.9054
33,9.8514
34,11.1216
35,12.3649
36,14.5405
37,17.7568
38,22.0405
39,28.4865
40,35.7027
41,41.0676
42,44.9054
43,49.1892
44,50.5135
45,50.5405
46,50.3514
47,50.7162
48,48.6216
49,43.9054
50,35.6351
51,28.5676
52,22.7703
53,18.3378
54,15.3378
55,13.2432
56,11.6351
57,9.8378
58,8.2973
59,7.4865
60,6.6486
61,5.3378
62,4.4054
63,4.0811
64,4.0811
65,4.1216
66,3.8514
67,3.6081
68,3.3108
69,3.3784
70,3.0405
71,2.5270
72,2.3243
73,2.1351
74,1.9595
75,1.9595
76,2.1757
77,2.1486
78,2.2703
79,2.6216
80,2.2162
81,2.3919
82,2.1622
83,1.9324
84,1.9865
85,1.9595
86,1.9189
