Distance_(pixels),Gray_Value
0,0.00000
1,0.00000
2,0.00000
3,0.00000
4,0.00000
5,0.00000
6,0.01471
7,0.01471
8,0.01471
9,0.00000
10,0.02941
11,0.00000
12,0.01471
13,0.01471
14,0.00000
15,0.04412
16,0.02941
17,0.02941
18,0.00000
19,0.00000
20,0.04412
21,0.07353
22,0.02941
23,0.07353
24,0.01471
25,0.11765
26,0.10294
27,0.08824
28,0.17647
29,0.20588
30,0.32353
31,0.57353
32,0.61765
33,0.38235
34,0.38235
35,0.51471
36,0.67647
37,1.14706
38,1.11765
39,1.64706
40,2.47059
41,2.30882
42,2.11765
43,2.16176
44,1.67647
45,1.76471
46,1.44118
47,1.38235
48,1.30882
49,1.19118
50,1.14706
51,0.77941
52,0.35294
53,0.29412
54,0.25000
55,0.14706
56,0.10294
57,0.10294
58,0.11765
59,0.08824
60,0.10294
61,0.02941
62,0.02941
63,0.05882
64,0.14706
65,0.08824
66,0.22059
67,0.32353
68,0.19118
69,0.05882
70,0.01471
71,0.01471
72,0.00000
73,0.00000
74,0.05882
75,0.04412
76,0.10294
77,0.07353
78,0.10294
79,0.10294
80,0.02941
81,0.08824
82,0.20588
83,0.47059
84,0.20588
85,0.13235
86,0.10294
87,0.14706
