Distance_(pixels),Gray_Value
0,1.5526
1,1.6579
2,1.6711
3,1.7763
4,2.0395
5,2.0395
6,2.2105
7,2.4605
8,2.6842
9,2.8947
10,3.0526
11,3.3289
12,3.8553
13,4.0132
14,4.1184
15,4.1711
16,4.5132
17,4.6316
18,4.9605
19,5.4474
20,6.0000
21,6.4868
22,7.1711
23,8.3158
24,9.4211
25,10.9079
26,12.6579
27,14.4605
28,16.6842
29,19.7368
30,24.4342
31,31.1579
32,38.4605
33,42.5658
34,44.6316
35,45.3684
36,46.8684
37,47.5658
38,45.3026
39,43.8421
40,41.4868
41,34.0000
42,27.6974
43,22.3289
44,17.6974
45,14.2895
46,12.6974
47,11.7105
48,10.2895
49,8.8684
50,8.1579
51,6.9868
52,5.8947
53,5.2632
54,4.5132
55,4.3553
56,4.2105
57,3.9342
58,3.5921
59,3.3816
60,3.4737
61,3.5132
62,3.0526
63,2.8816
64,2.6974
65,2.2368
66,1.9605
67,2.0263
68,1.7895
69,1.9079
70,2.0526
71,2.1842
72,2.0000
73,1.8158
74,1.9474
75,2.0132
76,2.1184
77,2.3158
78,2.2500
79,1.8421
