Distance_(pixels),Gray_Value
0,1.8235
1,2.0000
2,2.2549
3,2.5294
4,2.9216
5,3.3333
6,4.0588
7,4.2941
8,4.8431
9,5.1569
10,4.8824
11,4.5882
12,4.6078
13,5.0980
14,5.4706
15,6.3333
16,6.8627
17,7.3333
18,8.1373
19,9.3333
20,10.9804
21,13.0392
22,15.8039
23,18.5490
24,22.1373
25,27.5294
26,35.5686
27,43.7059
28,51.3922
29,54.0980
30,53.9608
31,53.6078
32,55.3137
33,53.8431
34,53.9216
35,51.7255
36,49.1176
37,38.4510
38,29.9020
39,24.4510
40,21.0000
41,17.7843
42,15.4706
43,12.8039
44,11.0196
45,9.8627
46,8.2745
47,6.9020
48,5.9020
49,5.4706
50,5.0784
51,4.9608
52,4.3922
53,4.0000
54,3.8039
55,3.2745
56,3.2353
57,2.9608
