Distance_(pixels),Gray_Value
0,0.00000
1,0.00000
2,0.00000
3,0.01754
4,0.00000
5,0.00000
6,0.01754
7,0.00000
8,0.00000
9,0.03509
10,0.00000
11,0.07018
12,0.08772
13,0.03509
14,0.07018
15,0.17544
16,0.31579
17,0.45614
18,0.56140
19,1.01754
20,0.92982
21,1.17544
22,1.12281
23,0.61404
24,0.47368
25,0.40351
26,0.31579
27,0.29825
28,0.43860
29,0.35088
30,0.42105
31,0.56140
32,0.56140
33,1.15789
34,1.68421
35,1.96491
36,2.71930
37,3.40351
38,3.61404
39,3.43860
40,3.78947
41,3.35088
42,2.28070
43,1.96491
44,1.64912
45,1.38596
46,1.42105
47,1.24561
48,1.08772
49,0.68421
50,0.80702
51,0.92982
52,0.50877
53,0.42105
54,0.43860
55,0.64912
56,0.38596
57,0.19298
58,0.08772
59,0.15789
60,0.21053
61,0.22807
62,0.24561
63,0.50877
64,0.36842
65,0.14035
66,0.05263
67,0.03509
68,0.03509
69,0.03509
70,0.07018
71,0.10526
72,0.15789
73,0.35088
74,0.52632
75,0.87719
76,0.61404
