Distance_(pixels),Gray_Value
0,0.7231
1,0.9231
2,0.9692
3,1.1385
4,1.1538
5,1.3385
6,1.5692
7,1.8000
8,1.7385
9,2.0000
10,2.4615
11,2.7385
12,2.8615
13,2.9077
14,3.1538
15,3.6154
16,3.8154
17,4.1385
18,4.1077
19,4.3231
20,4.8308
21,5.5692
22,6.2769
23,6.4154
24,6.6615
25,7.5077
26,8.7846
27,9.9846
28,11.4769
29,12.8923
30,15.6769
31,18.5077
32,21.6769
33,26.1692
34,33.1077
35,39.5692
36,41.4154
37,42.5846
38,41.4462
39,40.8615
40,42.4000
41,43.7077
42,42.7538
43,38.1231
44,31.9846
45,25.9231
46,21.8000
47,17.2615
48,14.2308
49,11.8154
50,10.2154
51,8.5077
52,7.1231
53,6.1231
54,5.3077
55,4.5231
56,4.0462
57,4.2615
58,4.1385
59,4.1385
60,3.6308
61,3.4000
62,3.3846
63,3.4923
64,2.9231
65,2.4154
66,2.0154
67,1.8462
68,1.6154
69,1.5538
70,1.4769
71,1.7385
72,2.3538
73,2.1538
74,2.0154
75,1.7077
76,1.7231
77,1.7538
78,1.8000
79,1.8769
80,1.7231
81,1.4923
82,1.5077
83,1.5692
84,1.5385
