Distance_(pixels),Gray_Value
0,2.7755
1,2.8776
2,2.9592
3,3.4898
4,3.8980
5,3.7755
6,4.2653
7,4.2857
8,4.4082
9,4.9592
10,5.5102
11,6.1837
12,6.7143
13,7.9388
14,9.2245
15,9.6327
16,10.7143
17,13.2041
18,15.3878
19,16.3469
20,17.5306
21,19.7551
22,23.8163
23,31.1633
24,42.3061
25,47.8776
26,52.7143
27,56.0204
28,59.0000
29,60.1020
30,59.3878
31,55.4286
32,50.5102
33,46.1633
34,37.6939
35,29.1429
36,24.2041
37,20.7959
38,17.8367
39,15.1633
40,12.7143
41,10.9184
42,8.9796
43,8.5306
44,7.9592
45,6.6327
46,5.6939
47,5.1224
48,4.3061
49,4.0612
50,3.8367
51,3.6327
52,3.4286
53,3.1429
54,2.9592
55,2.8776
