Distance_(pixels),Gray_Value
0,1.5714
1,2.0612
2,2.5306
3,2.9796
4,3.6939
5,3.5102
6,3.7143
7,3.4898
8,3.6735
9,3.9388
10,4.5918
11,4.9388
12,5.4490
13,5.7959
14,5.8571
15,5.3878
16,5.6735
17,6.2245
18,7.0408
19,8.4490
20,9.1633
21,10.0816
22,11.1633
23,13.4694
24,16.0816
25,18.4694
26,21.5714
27,24.5714
28,30.3061
29,39.4286
30,51.5102
31,57.2449
32,57.7551
33,56.6735
34,60.2245
35,59.5102
36,59.0816
37,56.8367
38,48.2449
39,39.0000
40,32.6939
41,27.3061
42,22.1633
43,18.3673
44,16.2245
45,14.0000
46,11.1837
47,9.4490
48,8.2857
49,7.3469
50,6.6735
51,5.5918
52,5.6327
53,6.0000
54,6.0612
55,5.9184
56,5.4082
57,5.3469
58,4.9796
59,4.1224
60,3.9184
61,3.3469
62,2.8367
63,2.4898
64,2.3061
65,1.8980
66,2.0000
67,2.5306
68,2.5306
69,2.5918
