Distance_(pixels),Gray_Value
0,4.0370
1,4.6111
2,4.5926
3,5.0000
4,5.5185
5,6.3148
6,7.1852
7,7.3519
8,7.1852
9,8.0741
10,8.8519
11,9.6481
12,11.0185
13,11.9444
14,13.5185
15,15.4259
16,17.8704
17,21.7222
18,26.0926
19,35.4074
20,46.3704
21,54.0926
22,63.2407
23,66.3889
24,67.6296
25,67.0556
26,64.6481
27,61.7037
28,58.5926
29,54.7407
30,49.5185
31,39.5000
32,30.4074
33,24.6852
34,19.7222
35,16.0926
36,14.3889
37,12.9074
38,11.6481
39,10.2963
40,9.0556
41,7.9630
42,6.5000
43,6.0556
44,5.8519
45,5.4074
46,5.0185
47,4.9074
48,4.6296
49,4.9259
50,5.0000
51,3.9444
52,3.3704
