Distance_(pixels),Gray_Value
0,0.21154
1,0.36538
2,0.57692
3,0.90385
4,0.63462
5,0.42308
6,0.50000
7,0.51923
8,0.63462
9,0.80769
10,1.07692
11,1.19231
12,0.98077
13,1.01923
14,1.38462
15,1.03846
16,1.30769
17,1.48077
18,1.46154
19,1.28846
20,1.44231
21,1.76923
22,2.05769
23,2.59615
24,2.51923
25,3.28846
26,4.46154
27,5.61538
28,6.07692
29,7.55769
30,7.98077
31,8.40385
32,8.32692
33,7.86538
34,6.05769
35,4.42308
36,3.98077
37,3.65385
38,3.40385
39,2.69231
40,2.00000
41,1.40385
42,1.11538
43,0.92308
44,0.76923
45,0.67308
46,0.75000
47,0.78846
48,0.80769
49,0.50000
50,0.36538
51,0.23077
52,0.21154
53,0.17308
54,0.13462
55,0.09615
56,0.13462
57,0.13462
58,0.07692
59,0.07692
60,0.03846
61,0.00000
