Distance_(pixels),Gray_Value
0,3.5000
1,3.8125
2,4.1250
3,4.6667
4,5.0417
5,4.9167
6,4.9792
7,5.4583
8,6.5000
9,6.9375
10,7.2292
11,7.9375
12,8.4792
13,9.4583
14,11.0833
15,12.4583
16,14.1875
17,17.0625
18,19.9167
19,23.9583
20,31.1667
21,39.9792
22,50.6875
23,56.5625
24,57.3958
25,56.3125
26,61.6250
27,57.3333
28,53.5208
29,48.7500
30,42.7708
31,35.7292
32,29.4792
33,22.9792
34,18.5208
35,16.1875
36,14.2292
37,13.5417
38,12.7708
39,10.5625
40,9.5625
41,8.2917
42,6.8333
43,5.8333
44,5.1042
45,5.1042
46,4.8542
47,4.3958
48,4.0000
49,3.3125
50,3.0000
51,2.9583
52,2.5833
