Distance_(pixels),Gray_Value
0,1.8333
1,2.1333
2,2.2500
3,2.5500
4,2.9333
5,3.2667
6,3.7833
7,3.6500
8,3.7833
9,4.3333
10,4.5500
11,4.9667
12,5.5000
13,6.0333
14,6.6000
15,6.7500
16,7.1500
17,7.8000
18,8.6167
19,9.5833
20,11.1833
21,12.3000
22,13.5000
23,15.0667
24,16.6000
25,19.8833
26,24.5333
27,30.6833
28,40.2333
29,47.7167
30,53.6167
31,56.1000
32,54.1000
33,55.3833
34,57.1167
35,55.8000
36,52.8000
37,47.7833
38,39.8167
39,30.5167
40,24.4167
41,20.6167
42,17.3667
43,14.8167
44,13.0000
45,11.8167
46,11.2000
47,9.8667
48,8.2000
49,6.4500
50,5.4333
51,5.3500
52,5.1333
53,5.2000
54,4.8333
55,4.7333
56,4.2500
57,4.0833
58,3.6333
59,3.2667
60,3.0833
61,2.8833
62,2.6667
63,2.3167
64,2.4000
65,2.3333
66,2.1833
67,2.2500
68,2.1333
