Distance_(pixels),Gray_Value
0,1.4412
1,1.7059
2,2.1324
3,2.6176
4,2.1765
5,2.1618
6,2.3529
7,2.6176
8,2.9853
9,3.1912
10,3.2500
11,3.5294
12,3.6471
13,3.6765
14,3.7059
15,4.1912
16,4.8382
17,5.1029
18,5.3382
19,6.0882
20,6.3824
21,6.8824
22,7.3382
23,7.7500
24,8.2794
25,9.2647
26,10.8529
27,12.3235
28,14.0147
29,16.2059
30,18.2647
31,21.4706
32,25.4118
33,33.2941
34,43.1618
35,51.2500
36,54.7794
37,56.0441
38,57.0735
39,58.9118
40,59.8529
41,59.0294
42,57.6618
43,53.3824
44,43.8529
45,33.6029
46,26.9853
47,21.3529
48,17.2353
49,15.4706
50,14.2206
51,12.3971
52,11.1176
53,9.8676
54,8.0147
55,6.6324
56,5.8529
57,5.6471
58,5.3235
59,5.1912
60,4.7059
61,4.2206
62,3.6176
63,3.4412
64,3.2794
65,2.9118
66,2.5294
67,2.3676
68,2.0441
69,1.8529
70,1.8382
71,2.1471
72,2.5588
73,2.7059
74,2.3529
75,2.1471
76,1.9559
77,1.9706
78,1.8676
