Distance_(pixels),Gray_Value
0,1.8298
1,2.2128
2,2.5532
3,2.7872
4,3.3830
5,3.8298
6,4.0426
7,4.1064
8,4.0638
9,4.2553
10,4.4043
11,5.0426
12,5.2979
13,5.8511
14,6.6809
15,7.3191
16,8.4255
17,9.2766
18,10.0638
19,11.8511
20,14.2340
21,16.3404
22,18.7021
23,21.1915
24,23.7021
25,26.6809
26,33.1702
27,42.4255
28,54.3404
29,59.0851
30,62.1915
31,61.0426
32,66.7872
33,69.8511
34,71.4681
35,69.9149
36,64.5745
37,55.6170
38,43.2766
39,33.1277
40,25.0213
41,19.3617
42,15.9787
43,14.0213
44,12.8936
45,10.9362
46,9.5106
47,8.1489
48,6.8723
49,6.3404
50,6.1702
51,6.4468
52,5.8298
53,5.2128
54,4.4894
55,3.8723
56,3.7234
57,3.5532
58,3.6596
59,2.7660
60,2.4255
61,2.0213
62,1.9787
63,2.1277
64,2.0000
65,2.0426
