Distance_(pixels),Gray_Value
0,1.0794
1,1.1746
2,1.4444
3,1.6508
4,1.7460
5,1.7302
6,1.7778
7,1.9206
8,2.0476
9,2.3175
10,2.3810
11,2.6508
12,2.9524
13,3.2857
14,4.0000
15,4.1270
16,4.1746
17,4.3175
18,4.4921
19,5.0000
20,5.3333
21,5.8413
22,6.5714
23,7.5079
24,8.7619
25,10.7619
26,12.7619
27,15.9206
28,22.0476
29,28.1270
30,31.9048
31,33.0952
32,32.6349
33,31.9206
34,33.0317
35,29.3492
36,29.4286
37,29.2381
38,26.7937
39,21.7460
40,17.6825
41,14.6190
42,11.8254
43,10.0476
44,8.9683
45,7.5079
46,6.0794
47,5.4762
48,4.6190
49,3.8730
50,3.0952
51,2.8254
52,2.6190
53,2.8095
54,2.8889
55,2.9206
56,3.0635
57,2.7143
58,2.4762
59,2.1270
60,1.9206
61,1.8095
62,1.8254
63,2.0159
64,1.8254
65,2.2381
66,2.1111
67,2.1905
68,1.8413
69,1.6032
