Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-30,2.5457,0.302622586731,3
-29,2.807,0.24270762246,3
-28,3.0853,0.184306809424,3
-27,3.36846666667,0.10052394408,3
-26,3.6912,0.411062489167,3
-25,3.7973,0.484832991864,3
-24,4.0084,0.426241023366,3
-23,4.4767,0.125227313315,3
-22,4.88763333333,0.374410234013,3
-21,5.47276666667,0.64095311321,3
-20,5.80643333333,0.265501117386,3
-19,5.93583333333,0.116709782509,3
-18,6.23763333333,0.316402154439,3
-17,6.37903333333,0.324884476904,3
-16,6.74353333333,0.359419147143,3
-15,7.41723333333,0.383854586182,3
-14,8.20556666667,0.449398045538,3
-13,9.017,0.661255147428,3
-12,9.94283333333,1.17823061127,3
-11,11.0946,1.07342529782,3
-10,12.4086,1.03079249124,3
-9,13.8502,1.23536339188,3
-8,15.8720666667,1.30015830318,3
-7,18.8858333333,2.19336819147,3
-6,23.9896,3.85948010618,3
-5,30.7815333333,5.6054955948,3
-4,38.8842,6.20768988191,3
-3,45.4055666667,5.9818809227,3
-2,49.7270666667,4.06885741497,3
-1,52.0064333333,3.5466828958,3
0,53.2537666667,1.0719133376,3
1,54.6707666667,1.20954615593,3
2,55.7055666667,3.17972219122,3
3,54.0193333333,3.72162958169,3
4,51.6699,4.34549540674,3
5,47.5998333333,7.86450516074,3
6,41.5410333333,10.4938953918,3
7,33.3604,9.54106321801,3
8,26.5905,6.98429956903,3
9,20.969,4.0759849325,3
10,17.0631,2.61803605017,3
11,14.5357,1.76683919755,3
12,12.8925,1.5350756496,3
13,11.7776333333,1.66164446959,3
14,10.6580666667,1.22266504135,3
15,9.1814,1.23289557141,3
16,7.81396666667,1.06204100831,3
17,6.7145,1.03374803023,3
18,5.82183333333,0.741981336243,3
19,5.39623333333,0.166146632025,3
20,5.13046666667,0.0967811104159,3
21,4.88926666667,0.302014591259,3
22,4.55733333333,0.307538295718,3
23,4.3896,0.410197915646,3
24,4.17473333333,0.33696463217,3
25,4.07076666667,0.435635241152,3
26,3.8025,0.296794693349,3
27,3.48676666667,0.347269482295,3
28,3.3181,0.437258150296,3
29,2.88046666667,0.282260665579,3
30,2.5986,0.312073404826,3
31,2.35826666667,0.0809897730169,3
32,2.24086666667,0.188768544343,3
33,2.16486666667,0.383661130861,3
34,2.0665,0.269688116164,3
35,2.0887,0.145400790919,3
36,2.03906666667,0.132866336343,3
