Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-28,3.1638,0.315125038675,3
-27,3.2321,0.275094820017,3
-26,3.6031,0.381797839177,3
-25,3.906,0.376244189324,3
-24,4.13476666667,0.826836527576,3
-23,4.14053333333,0.490884124141,3
-22,4.16363333333,0.555943633234,3
-21,4.3834,0.737253206165,3
-20,4.5069,0.30713560523,3
-19,4.90043333333,0.132838787006,3
-18,5.25316666667,0.0863004828105,3
-17,5.79816666667,0.312549281447,3
-16,6.20513333333,0.248948033399,3
-15,6.69706666667,0.341406361003,3
-14,7.4657,0.730044731506,3
-13,8.15993333333,0.714240410039,3
-12,9.4187,0.752802842715,3
-11,10.9238666667,0.868240878635,3
-10,12.9933333333,1.35941344091,3
-9,14.8634666667,1.06846273839,3
-8,17.6752,0.66117716234,3
-7,21.6741,0.660383078221,3
-6,27.1726,1.95210409815,3
-5,35.0248,2.75962990453,3
-4,42.7784666667,1.99434732766,3
-3,48.7212,1.46781456935,3
-2,52.3976333333,2.16616407581,3
-1,53.0113666667,2.9242632736,3
0,52.7917666667,2.08056444345,3
1,52.8816333333,4.32469082402,3
2,51.1078666667,6.30472605696,3
3,49.9545666667,8.35201917223,3
4,45.4297333333,8.00987821713,3
5,39.3218,9.59475145431,3
6,32.2084333333,7.83875353442,3
7,25.8018333333,6.4630285945,3
8,20.2273333333,4.63264875566,3
9,17.1522666667,4.39030252982,3
10,14.4637,3.05966498656,3
11,12.5278666667,1.74324686242,3
12,10.9905666667,1.50954828122,3
13,9.7183,1.28080048017,3
14,8.60846666667,1.05667475759,3
15,7.75806666667,1.32315974218,3
16,6.7924,1.38169819787,3
17,5.77653333333,0.956906559353,3
18,5.35963333333,0.403505258124,3
19,4.93963333333,0.144910742643,3
20,4.68123333333,0.220943461848,3
21,4.43366666667,0.220845745563,3
22,4.15326666667,0.299936665537,3
23,3.7249,0.516679968646,3
24,3.44106666667,0.4164562442,3
25,3.22776666667,0.450136971747,3
26,2.94233333333,0.532058984825,3
27,2.728,0.677350492729,3
