Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-27,0.977633333333,0.382528434673,3
-26,1.1731,0.507074235196,3
-25,1.51473333333,0.686192366129,3
-24,1.537,0.408442125643,3
-23,1.52046666667,0.321151589336,3
-22,1.68273333333,0.366276184502,3
-21,1.8612,0.195953846607,3
-20,2.15646666667,0.433403280252,3
-19,2.33833333333,0.588975401297,3
-18,2.64936666667,0.438137984353,3
-17,2.73903333333,0.0919253138876,3
-16,2.9885,0.132698304435,3
-15,3.48943333333,0.283425216474,3
-14,3.55783333333,0.341618212824,3
-13,3.73716666667,0.359158214904,3
-12,4.04146666667,0.625932562928,3
-11,4.46203333333,0.463792381711,3
-10,4.68,1.0015078482,3
-9,5.3589,0.962570761035,3
-8,6.08966666667,0.815412100311,3
-7,7.24486666667,1.70336602741,3
-6,8.9617,2.58326840843,3
-5,10.6594333333,3.41037985763,3
-4,12.9681333333,4.03230570559,3
-3,15.5343,3.70505550701,3
-2,16.3455333333,1.76561299365,3
-1,17.4682666667,0.84898317023,3
0,17.7952,1.71021591912,3
1,16.6107333333,1.30104671835,3
2,16.6505,1.57476529045,3
3,16.5930666667,2.33960403131,3
4,15.1529666667,2.44380745832,3
5,13.2279666667,3.13869723346,3
6,11.6432,3.77781409151,3
7,10.2619,4.75827339694,3
8,8.70266666667,4.1296460385,3
9,7.2109,2.66401182617,3
10,6.19083333333,1.97730392538,3
11,5.31086666667,1.81732546434,3
12,4.41326666667,1.35186348916,3
13,3.8208,0.849857417453,3
14,3.3993,0.755397862057,3
15,3.04463333333,0.852415241143,3
16,2.87496666667,1.12425153028,3
17,2.7484,1.08795868028,3
18,2.5957,0.555613615744,3
19,2.44653333333,0.615445451144,3
20,2.36866666667,0.727392262355,3
21,2.12916666667,0.650444957958,3
22,1.78496666667,0.292008087788,3
23,1.53083333333,0.256427033156,3
24,1.48183333333,0.247242438374,3
25,1.51126666667,0.324965295583,3
26,1.32603333333,0.419321622783,3
27,1.13573333333,0.221161803513,3
28,0.997666666667,0.236380040049,3
29,0.713033333333,0.118538277925,3
30,0.578366666667,0.0700999524489,3
31,0.505966666667,0.0187750721259,3
32,0.537833333333,0.120261271128,3
33,0.712133333333,0.281995839213,3
34,0.8939,0.371653763603,3
