Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-27,3.1236,0.352246674931,3
-26,3.373,0.30562272494,3
-25,3.626,0.450696039477,3
-24,3.99793333333,0.617412968226,3
-23,4.31193333333,0.55350137609,3
-22,4.55633333333,0.774451272407,3
-21,4.82436666667,0.845486045617,3
-20,5.04546666667,0.741249703766,3
-19,5.17473333333,0.186288521743,3
-18,5.3342,0.322684970211,3
-17,5.79083333333,0.466727429378,3
-16,6.65723333333,0.395930856758,3
-15,7.45916666667,0.92776400196,3
-14,8.18063333333,1.12526253529,3
-13,8.96836666667,1.29515708056,3
-12,9.84653333333,1.43776519757,3
-11,11.5755666667,2.04556533099,3
-10,13.5270666667,2.97174696994,3
-9,15.4730666667,3.51128186469,3
-8,17.9818,3.99870593192,3
-7,20.7751333333,4.02065177594,3
-6,24.8933666667,4.92633632767,3
-5,30.6302333333,7.63287672004,3
-4,39.9403333333,10.0681170063,3
-3,47.1609666667,8.73831939525,3
-2,53.0005666667,5.54716349347,3
-1,55.1591333333,4.86331920846,3
0,56.9355333333,7.4651983566,3
1,56.3874,6.77938237895,3
2,57.5239666667,10.1322472534,3
3,57.2709333333,12.3687680972,3
4,55.1751666667,14.1624115141,3
5,50.7529,16.7363028358,3
6,43.9696666667,17.8708359554,3
7,36.1983333333,16.8368973907,3
8,28.1831,13.1602387133,3
9,22.3420666667,9.44766005968,3
10,18.1600666667,6.12719892311,3
11,15.1414,3.7810945016,3
12,12.6895333333,2.85187913196,3
13,10.9276,2.68009194432,3
14,9.74206666667,2.73191839617,3
15,8.44333333333,2.16409060885,3
16,7.55096666667,1.70017576248,3
17,6.59586666667,1.36407969098,3
18,5.9548,0.806243083691,3
19,5.8843,0.523626269394,3
20,5.65006666667,0.808339936743,3
21,5.52276666667,1.1730054234,3
22,5.0585,0.993437159563,3
23,4.91573333333,0.634222786829,3
24,4.39593333333,0.635575466277,3
25,3.86283333333,0.264427122915,3
26,3.65143333333,0.309294525224,3
27,3.25316666667,0.356271053179,3
28,3.03003333333,0.558583694117,3
29,2.58006666667,0.161045625005,3
30,2.37926666667,0.064094799581,3
31,1.94706666667,0.0653891683181,3
32,1.95643333333,0.0579995114922,3
33,2.21423333333,0.283195380141,3
