Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-24,3.19296666667,0.29378244218,3
-23,3.6446,0.325886652074,3
-22,4.4792,0.429587569653,3
-21,4.5413,0.239798436192,3
-20,4.7957,0.738844171663,3
-19,4.8901,0.81428733872,3
-18,5.28373333333,0.993194851645,3
-17,5.47466666667,0.810207043498,3
-16,5.8772,0.639116241383,3
-15,6.51836666667,0.810574421835,3
-14,7.00146666667,1.10536765528,3
-13,7.96536666667,1.06356669905,3
-12,8.918,0.752428275652,3
-11,10.2002666667,0.853714474127,3
-10,11.6372333333,1.87207200271,3
-9,13.3017666667,2.29031755513,3
-8,15.8779,2.91696047111,3
-7,19.8510333333,5.19231499654,3
-6,24.8745333333,7.39528040329,3
-5,30.8064,8.59762699179,3
-4,37.9076,9.8311012908,3
-3,42.4943666667,7.02242417284,3
-2,46.2452333333,7.61389381876,3
-1,47.4708666667,9.60746063501,3
0,47.9096333333,10.9690839865,3
1,47.1882,8.66395965595,3
2,46.9116666667,6.13156791068,3
3,44.7299666667,4.30332256092,3
4,41.7575,4.72727461864,3
5,38.1384666667,8.31239337756,3
6,33.9745,9.43385755457,3
7,26.9049,7.60169788074,3
8,21.3349,5.23973017244,3
9,17.2171333333,3.99890519309,3
10,14.3663,3.09193214512,3
11,12.0806,2.47632954188,3
12,10.4211333333,2.1814055935,3
13,9.29026666667,1.6201561972,3
14,8.33773333333,1.22157227512,3
15,7.29973333333,0.665346716632,3
16,6.46256666667,0.541254157798,3
17,5.9547,0.750730391019,3
18,5.6409,0.358928948401,3
19,5.21033333333,0.204871113955,3
20,4.77526666667,0.59289007694,3
21,4.64953333333,0.15929363871,3
22,4.12663333333,0.157328838213,3
23,3.5293,0.141184595477,3
24,3.3279,0.105988489941,3
25,3.20096666667,0.360157636783,3
26,2.98006666667,0.38992231705,3
27,2.53306666667,0.458902400662,3
28,2.1914,0.288784210095,3
