Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-32,2.37813333333,0.476001400558,3
-31,2.6586,0.555592908522,3
-30,2.64256666667,0.532680582839,3
-29,2.93516666667,0.471458654956,3
-28,3.1089,0.34642743829,3
-27,3.23183333333,0.198385038078,3
-26,3.52886666667,0.348727147399,3
-25,3.762,0.695790277311,3
-24,3.9989,0.709491585574,3
-23,4.42966666667,0.713576837722,3
-22,4.63016666667,0.561908616532,3
-21,5.1555,0.604609353219,3
-20,5.15703333333,0.41215851724,3
-19,5.50553333333,0.343802288144,3
-18,5.95943333333,0.696762630552,3
-17,6.2159,0.482653364227,3
-16,6.52346666667,0.329165145988,3
-15,6.94133333333,0.622377235552,3
-14,7.4388,0.656949823046,3
-13,8.38353333333,0.81044243678,3
-12,9.35186666667,0.657078186621,3
-11,10.4749666667,0.691418262221,3
-10,11.9265666667,1.20452379941,3
-9,13.7721666667,1.81657072621,3
-8,15.9289,1.83123955014,3
-7,19.4553,2.47396165694,3
-6,24.6425,3.98482973413,3
-5,31.6415,4.59535849744,3
-4,39.8335,4.61684508295,3
-3,46.5443333333,3.7564246849,3
-2,48.7749,2.25932078953,3
-1,49.3155666667,2.06014642764,3
0,50.2991333333,2.57594009506,3
1,51.8775666667,4.34957350361,3
2,51.4898333333,5.21794880612,3
3,49.6216,6.0935778628,3
4,46.3593666667,6.48830038248,3
5,42.2784666667,7.76565895744,3
6,36.3428666667,8.51802344229,3
7,28.9093,6.89388168959,3
8,22.7357333333,4.45826318013,3
9,18.0884333333,3.60036000607,3
10,15.1923333333,2.80673360391,3
11,12.7906,1.91470891521,3
12,11.2674,1.40834409148,3
13,10.0012666667,1.20756637223,3
14,8.87486666667,0.994868163795,3
15,7.7146,1.23898766741,3
16,6.78296666667,1.4197872951,3
17,5.9242,1.22802027263,3
18,5.24636666667,0.900589231189,3
19,4.7982,0.569577817335,3
20,4.5178,0.426834827539,3
21,4.35553333333,0.542120340269,3
22,4.18486666667,0.427115702513,3
23,4.1771,0.702887409192,3
24,3.65726666667,0.487026963661,3
25,3.4703,0.579505901609,3
26,3.34183333333,0.820127827435,3
27,3.22176666667,1.0785276368,3
28,3.01823333333,0.760074268301,3
29,2.6534,0.711185721173,3
30,2.431,0.741452014631,3
31,2.19173333333,0.624160350658,3
32,2.04036666667,0.424598367087,3
33,2.00736666667,0.259627431781,3
34,2.0896,0.202409708265,3
35,2.0985,0.0974786643323,3
36,1.99143333333,0.0457554732609,3
37,1.99646666667,0.160314233097,3
38,1.94253333333,0.158273065723,3
39,1.9759,0.187788098664,3
40,1.96266666667,0.0838430875704,3
41,1.89393333333,0.231192264865,3
