Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
0,9.21206666667,7.73836035949,3
1,8.89913333333,7.4750343473,3
2,8.7203,7.43152182329,3
3,8.69736666667,7.43937388786,3
4,8.4912,7.24783257257,3
5,7.8931,6.6497887989,3
6,7.47693333333,6.5118407093,3
7,6.72163333333,6.13035224138,3
8,5.5607,4.97897448176,3
9,4.7167,4.18207853943,3
10,3.9416,3.13814317232,3
11,3.5192,2.50598345565,3
12,3.20013333333,2.11431937118,3
13,2.82506666667,1.57544722963,3
14,2.73636666667,1.42130864464,3
15,2.41803333333,1.1238632227,3
16,2.19916666667,0.681103665629,3
17,2.14486666667,0.675271118391,3
18,1.95593333333,0.244240462113,3
19,1.70126666667,0.297310365331,3
20,1.8014,0.670183176453,3
21,1.57516666667,0.712014187593,3
22,1.58486666667,0.63520126994,3
23,1.6796,0.839108765298,3
24,1.8566,1.23116360814,3
25,2.0107,1.71502748958,3
26,1.8319,1.7522949609,3
27,1.75093333333,1.91142054591,3
28,1.84403333333,1.99176585304,3
29,2.0261,2.3565889353,3
30,2.17116666667,2.65735752456,3
31,2.5636,3.29243674351,3
32,3.57733333333,4.97250799128,3
33,3.89813333333,5.80767150012,3
34,3.67046666667,5.39935412557,3
35,3.57673333333,5.43942899791,3
36,3.59196666667,5.46882177286,3
37,3.45426666667,5.21555105558,3
38,3.50126666667,5.14704398401,3
39,3.68173333333,5.38990404491,3
40,3.68673333333,5.24842590624,3
41,3.61786666667,5.33474142704,3
