Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-34,1.76286666667,0.105673853594,3
-33,1.8247,0.0890779433979,3
-32,2.04343333333,0.0995582911331,3
-31,2.1726,0.26547962257,3
-30,2.37123333333,0.345758084986,3
-29,2.5485,0.165225784913,3
-28,2.8591,0.310326006,3
-27,3.05193333333,0.35999625461,3
-26,3.2047,0.449101580937,3
-25,3.47033333333,0.489037261702,3
-24,3.82993333333,0.574470193599,3
-23,4.1465,0.510182290951,3
-22,4.41176666667,0.625839279155,3
-21,4.55,0.477980030964,3
-20,4.66983333333,0.419298298748,3
-19,4.89726666667,0.347030435745,3
-18,5.34163333333,0.397448013372,3
-17,5.75306666667,0.286125922162,3
-16,6.3481,0.449150208728,3
-15,6.9095,0.446673113138,3
-14,7.58973333333,0.391158948937,3
-13,8.30666666667,0.360186858913,3
-12,8.97356666667,0.417643296766,3
-11,10.1806333333,0.630770135099,3
-10,11.5255333333,0.993989820538,3
-9,12.908,1.36456993591,3
-8,15.0555666667,1.44183406234,3
-7,18.0002666667,1.62850730835,3
-6,22.0229666667,2.42004763658,3
-5,27.8718,3.63266774836,3
-4,34.8805,4.05411998342,3
-3,40.8681333333,1.80568185828,3
-2,45.1258666667,0.633935653938,3
-1,48.3259666667,2.63425553873,3
0,49.5282666667,2.32915995658,3
1,49.8180333333,1.99182066545,3
2,49.7928666667,4.23868972836,3
3,49.2344,4.82517568488,3
4,47.0119666667,4.92187908459,3
5,42.6496333333,8.09513344568,3
6,36.4538333333,9.19318404272,3
7,30.1635666667,8.74259562277,3
8,23.9771666667,6.9621000857,3
9,19.0255333333,5.1146961653,3
10,15.7653666667,3.30257369385,3
11,13.4531666667,1.85657615608,3
12,11.7091666667,1.45811155037,3
13,10.2064,1.55540887229,3
14,8.95366666667,1.25951439187,3
15,7.8486,1.08897815864,3
16,6.92023333333,1.18493557771,3
17,6.01193333333,1.23280308782,3
18,5.026,0.983031983203,3
19,4.61406666667,0.699233625717,3
20,4.42086666667,0.480802561696,3
21,4.2215,0.348170317517,3
22,3.91113333333,0.352714138267,3
23,3.6729,0.328528491915,3
24,3.48856666667,0.185646985791,3
25,3.45663333333,0.0699631569709,3
26,3.19046666667,0.24934438701,3
27,2.97676666667,0.504132466058,3
28,2.785,0.510172098414,3
29,2.40416666667,0.381367622293,3
30,2.2004,0.416385314342,3
31,2.2803,0.498910653324,3
32,2.428,0.795255361503,3
33,2.36666666667,0.598382522583,3
34,2.28636666667,0.242200006881,3
35,2.51013333333,0.286926215835,3
36,2.3281,0.396087881663,3
