Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-26,3.8915,0.308988689113,3
-25,4.38673333333,0.192286903697,3
-24,4.22143333333,0.120936402019,3
-23,4.64216666667,0.0820465924541,3
-22,4.7777,0.147861692132,3
-21,5.08453333333,0.400663354118,3
-20,5.75106666667,0.759114380929,3
-19,6.03893333333,0.601003596772,3
-18,6.371,0.615377664528,3
-17,7.03256666667,0.712529699966,3
-16,7.7061,0.773432602106,3
-15,8.59943333333,0.782461656143,3
-14,9.46783333333,0.532183373785,3
-13,10.6775,0.137639674513,3
-12,12.4075,0.525141876068,3
-11,14.1104333333,0.515990119414,3
-10,16.0846,0.410332937991,3
-9,18.4692,0.717089833982,3
-8,21.6703666667,1.50985084142,3
-7,27.0361333333,2.08606245432,3
-6,35.4534666667,3.10619224507,3
-5,45.9112,2.38910680381,3
-4,54.2690333333,1.22380894478,3
-3,59.3513666667,0.843387907984,3
-2,61.3634,2.65209420647,3
-1,61.6417666667,2.56202660668,3
0,63.4967666667,2.95195768319,3
1,64.0568,2.30760563139,3
2,64.4527,0.747000528782,3
3,61.4279,0.966607019424,3
4,57.9187,1.07830495223,3
5,50.749,1.15153455441,3
6,40.9492333333,2.50155433348,3
7,30.5514,1.90579549532,3
8,24.1687,0.844150182136,3
9,19.7783,0.65090032263,3
10,17.3048333333,0.418806116638,3
11,15.7447333333,0.561645665285,3
12,13.9083,1.10310193092,3
13,12.2427666667,1.1108695438,3
14,10.9596,0.853534762034,3
15,9.5922,0.639265539506,3
16,7.96203333333,0.745360358037,3
17,6.78346666667,0.721472136214,3
18,6.21566666667,0.471739274741,3
19,5.884,0.290333876769,3
20,5.6735,0.436754748114,3
21,5.007,0.268992248959,3
22,4.69303333333,0.40656542319,3
23,4.3952,0.414606451952,3
24,4.23926666667,0.441264822225,3
25,4.2651,0.612658787581,3
26,3.78573333333,0.386726186511,3
27,3.32103333333,0.456081312195,3
