Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-30,2.84456666667,0.300066731467,3
-29,3.0829,0.262759148271,3
-28,3.34106666667,0.427242160061,3
-27,3.5444,0.335451620953,3
-26,3.63506666667,0.129470086635,3
-25,3.7771,0.0913292395676,3
-24,4.13206666667,0.373124702122,3
-23,4.4313,0.246265730462,3
-22,4.8149,0.0204384441678,3
-21,5.18073333333,0.123053741647,3
-20,5.5896,0.425259403188,3
-19,6.15986666667,0.565814318777,3
-18,6.49593333333,0.30242910464,3
-17,7.3192,0.429923446674,3
-16,7.9061,0.638222821591,3
-15,8.6545,0.783383169337,3
-14,9.2684,0.857302257083,3
-13,10.1165333333,0.843574977897,3
-12,11.9146,1.23783348234,3
-11,13.2974333333,1.06552372725,3
-10,15.1979,1.32466294958,3
-9,17.8010666667,1.69488740727,3
-8,20.7267666667,2.38765145139,3
-7,25.4459333333,3.59938695104,3
-6,32.5170333333,6.15850949852,3
-5,42.1770666667,7.72757023283,3
-4,50.4046666667,6.47103906056,3
-3,56.4631,4.576067352,3
-2,58.5757333333,3.31311310452,3
-1,60.5174,3.87399355575,3
0,61.2386666667,3.60840279394,3
1,61.6327666667,2.35814624299,3
2,59.9825,0.401986467434,3
3,57.9947333333,1.43636071143,3
4,54.9910333333,3.05404287189,3
5,49.3253333333,4.09491058429,3
6,40.5438,2.87613760276,3
7,31.3427,2.02769241257,3
8,25.0065666667,1.71434811323,3
9,20.7294666667,0.540200799086,3
10,17.5512,0.37573476017,3
11,15.9147333333,0.517690122886,3
12,14.3561333333,0.378081106819,3
13,12.2805666667,0.117923760682,3
14,10.503,0.535904497089,3
15,9.1417,0.628664306288,3
16,7.70166666667,0.37207650199,3
17,6.6151,0.0163116522768,3
18,6.2083,0.311398715476,3
19,5.90386666667,0.224692908952,3
20,5.73166666667,0.362633318013,3
21,5.44203333333,0.246189446023,3
22,5.01523333333,0.300707321716,3
23,4.74163333333,0.582801101006,3
24,4.3693,0.849104345767,3
25,3.96086666667,0.700955664314,3
26,3.62323333333,0.577788493597,3
27,3.35036666667,0.456332382517,3
28,3.07376666667,0.615652258449,3
29,2.8367,0.434657117738,3
30,2.50536666667,0.412459080799,3
31,2.14846666667,0.265486239443,3
