Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-23,3.62413333333,0.244411667752,3
-22,4.1323,0.28676016111,3
-21,4.42763333333,0.214490310581,3
-20,4.76046666667,0.30993257869,3
-19,5.2679,0.347005230508,3
-18,5.58343333333,0.5151935688,3
-17,6.17866666667,0.788860756619,3
-16,6.35413333333,0.813182982688,3
-15,6.7118,0.988759106153,3
-14,7.2657,1.13940195278,3
-13,8.07673333333,1.01749810974,3
-12,9.53956666667,1.34833368397,3
-11,11.2182,1.49217656127,3
-10,12.7788,1.31281732545,3
-9,15.1069333333,1.48379651682,3
-8,17.1113666667,1.29759948495,3
-7,21.0324666667,1.7233534238,3
-6,26.7743333333,2.40587811897,3
-5,33.7384666667,3.81616344033,3
-4,40.4159666667,2.78270861272,3
-3,44.5433,2.42603462465,3
-2,46.4497666667,4.78287921793,3
-1,46.8333666667,6.58794192774,3
0,46.7713,5.92190070839,3
1,45.879,7.82373457947,3
2,45.8547,7.90744453727,3
3,44.7041,5.91840740656,3
4,41.5701333333,5.26108537313,3
5,35.8162,6.40223188271,3
6,29.8268666667,5.61062288016,3
7,23.2260666667,4.2290258102,3
8,19.2439333333,2.68723100855,3
9,15.6431666667,1.78248821969,3
10,13.4472333333,1.03134770729,3
11,11.8157333333,0.908922341751,3
12,10.4336333333,0.625682510011,3
13,9.5236,1.1904343619,3
14,8.76533333333,1.16825362115,3
15,7.5363,0.813306405975,3
16,6.39546666667,0.605341707908,3
17,5.48186666667,0.136892670853,3
18,4.90843333333,0.296296377523,3
19,4.56416666667,0.160046284972,3
20,4.34526666667,0.233879719799,3
21,4.09766666667,0.391056675347,3
22,3.82533333333,0.426764306536,3
23,3.56686666667,0.967219170268,3
24,3.33906666667,0.571953147848,3
25,3.2415,0.610218608369,3
26,2.96556666667,0.385385862913,3
27,2.6831,0.177170200655,3
28,2.4253,0.13658594364,3
