Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-27,0.13043,0,1
-26,0.13043,0,1
-25,0.13043,0,1
-24,0.19565,0,1
-23,0.19565,0,1
-22,0.1087,0,1
-21,0.17391,0,1
-20,0.17391,0,1
-19,0.3913,0,1
-18,0.23913,0,1
-17,0.34783,0,1
-16,0.67391,0,1
-15,1.1087,0,1
-14,1.63043,0,1
-13,1.82609,0,1
-12,1.67391,0,1
-11,1.6087,0,1
-10,1.30435,0,1
-9,1.23913,0,1
-8,1.34783,0,1
-7,1.8913,0,1
-6,2.82609,0,1
-5,3.15217,0,1
-4,3.26087,0,1
-3,3.54348,0,1
-2,4.45652,0,1
-1,4.78261,0,1
0,3.93478,0,1
1,4.02174,0,1
2,4.71739,0,1
3,3.73913,0,1
4,3.17391,0,1
5,2.80435,0,1
6,2.82609,0,1
7,2.08696,0,1
8,2.08696,0,1
9,1.69565,0,1
10,1.80435,0,1
11,1.45652,0,1
12,1.28261,0,1
13,1.32609,0,1
14,1.63043,0,1
15,1.71739,0,1
16,1.08696,0,1
17,0.80435,0,1
18,0.52174,0,1
19,0.3913,0,1
20,0.54348,0,1
21,0.41304,0,1
22,0.26087,0,1
23,0.32609,0,1
24,0.26087,0,1
25,0.1087,0,1
26,0.08696,0,1
27,0.06522,0,1
28,0.1087,0,1
29,0.06522,0,1
30,0.06522,0,1
31,0.02174,0,1
32,0.08696,0,1
33,0.02174,0,1
