param,value,error
baseline,3.772396419110034,0.34813493236525883
gauss_1_amplitude,27.3801538264406,0.7192913109445678
gauss_1_mu,20.268218924719182,0.124667384712475
gauss_1_sigma,4.373961377858401,0.14739640942102714
gauss_2_amplitude,1.3187690920473962e-09,1.571234035761875
gauss_2_mu,2.0537301153470535e-14,0.0
gauss_2_sigma,0.5000000110162917,0.0
sigma_x,1.0,0.0
chi2,286852074.8561084,0.0
dof,37,0.0
chi2_reduced,7752758.779894822,0.0
rmse,1.408958668486937,0.0
